Time,Price_open,Price_high,Price_low,Price_close,FIB_1_MA,FIB_1_1,FIB_1_2,FIB_1_3,FIB_1_4,FIB_1_5,FIB_1_6,FIB_1_7,FIB_1_8,FIB_1_9,FIB_1_10,FIB_1_11,FIB_1_12,FIB_2_MA,FIB_2_1,FIB_2_2,FIB_2_3,FIB_2_4,FIB_2_5,FIB_2_6,FIB_2_7,FIB_2_8,FIB_2_9,FIB_2_10,FIB_2_11,FIB_2_12,TS4_level_0,TS4_level_1,TS4_level_2,TS4_Target,TS4_level_4,TS4_level_5,RSHVB_Middle,RSHVB_Up ,RSHVB_Down ,JFPCC_Plot,T3V_Velocity,RSI_MA,RSI_Spot,MFI_Spot,MFI_MA,Senti_Spot,Accum_Plot,BBWP_Spot,BBWP_MA,DMI_Hist,DMI_Spot,DMI_MA,DMI_ADX,PMAR_Spot,PMAR_MA,Sorch_K,Sorch_D,WT_Spot,WT_MA,WT_Hist,VRSI_1,VRSI_2,VRSI_3,VRSI_MA,VRSI_4,TTF_Slow_Up,TTF_MA,TTF_Spot,TTF_Slow_Mid,PtoE_Spot,PtoB_Spot,PtoCF_Spot,PtoS_Spot,SQZM_Spot,VFI_MA,VFI_Spot,Intensity_Spot,VIX_Ind_MA1,VIX_Ind_MA2,VIX_Ind_MA3,VIX_Ind_Slow,VIX_Ind_Fast,Voli_Hist,Voli_MA,CM_Will_Hist,CM_Stoch_K1,CM_Stoch_D1,CM_Stoch_K2,CM_Stoch_D2,Hull_Hist
12/18/2018,24.171105,24.171105,22.245978,22.880144,21.678984,25.860461,25.250391,24.263279,23.617205,22.971131,22.17254,21.185428,20.386837,19.740763,19.094689,18.107577,17.497507,20.783666,22.16033,23.011994,23.700326,24.388658,25.240322,26.616986,19.407003,18.555338,17.867006,17.178675,16.32701,14.950347,23.259406,23.586876,23.849246,24.046607,24.185572,24.275195,24.327855,25.20375,23.45196,-0.274782,-0.370588,59.630503,46.500743,59.330786,68.314464,0.050296,"1,03,65,681.20",26.190476,34.126984,-2.393975,-21.051762,11.715385,-5.382325,27.142857,63.857143,71.818963,63.233056,35.345724,49.448693,-14.102969,84.08806,85.141379,86.844004,87.897323,89.599948,156.506911,-77.139498,156.483074,39.683707,-32.157616,13.060114,44.538508,3.489985,0.59938,11.175948,9.089247,1.801723,"10,77,608.05","12,67,690.47","17,98,338.73","12,67,690.47","10,77,608.05",1.098014,0.646571,10.486678,49.672323,68.441981,68.114776,76.403577,1.713215
12/19/2018,23.525625,23.525625,21.982645,22.455311,21.694357,25.853778,25.246927,24.265021,23.622355,22.979689,22.18531,21.203404,20.409025,19.766359,19.123693,18.141787,17.534935,20.788965,22.167149,23.019755,23.708847,24.397939,25.250545,26.628729,19.41078,18.558175,17.869083,17.179991,16.327385,14.949201,22.723343,23.011187,23.29054,23.542562,23.756899,23.929664,24.268009,25.128994,23.407023,-0.409526,-0.609251,56.637551,43.169266,51.844176,65.020407,-0.004194,"17,06,222.39",35.714286,31.666667,-3.789436,-50,-19.590063,-5.094698,20.571429,60.214286,64.224439,65.346278,22.827405,40.907975,-18.08057,84.274667,85.292326,86.937308,87.954966,88.389992,156.115734,-77.139498,154.355435,39.488118,-31.560521,12.817617,43.711528,3.425184,0.453524,9.823138,7.117519,-0.943724,"11,35,715.47","13,67,490.29","17,16,789.66","13,67,490.29","11,35,715.47",1.680554,0.834568,11.546276,26.449719,49.367096,50.217281,66.008183,0.831155
12/20/2018,22.990468,22.990468,20.791246,21.409854,21.688723,25.795454,25.19629,24.226822,23.592298,22.957773,22.173457,21.203989,20.419673,19.785149,19.150624,18.181156,17.581992,20.790718,22.16871,23.021196,23.710192,24.399187,25.251674,26.629665,19.412727,18.56024,17.871245,17.182249,16.329763,14.951771,21.847683,22.235518,22.587192,22.905649,23.189399,23.436154,24.114244,24.897791,23.330697,-0.473382,-0.834571,52.936312,36.280741,42.799728,60.576271,-0.076479,"-33,27,412.38",61.507937,35.714286,-10.20776,-50,-40.350587,-3.053538,6.285714,56.885714,56.578038,66.569254,9.259701,28.891518,-19.631817,83.933287,85.016183,86.766618,87.849514,82.182852,155.338406,-77.139498,151.840432,39.099454,-30.09115,12.220864,41.676439,3.265716,0.086937,8.239061,5.070907,-4.156074,"12,49,677.15","15,94,557.78","23,89,293.97","15,94,557.78","12,49,677.15",2.463683,1.130771,16.340225,16.247715,30.789919,50.217281,66.008183,-0.248966
12/21/2018,22.200161,22.200161,20.829313,21.217979,21.679401,25.71126,25.12302,24.171227,23.548271,22.925314,22.155298,21.203505,20.433489,19.810532,19.187576,18.235783,17.647543,20.791095,22.168185,23.020113,23.708658,24.397203,25.249131,26.626221,19.414006,18.562077,17.873533,17.184988,16.33306,14.95597,21.42788,21.697093,21.993793,22.297745,22.594963,22.87536,23.885072,24.643069,23.127075,-0.392884,-0.901545,49.706341,35.17147,43.449465,57.15091,-0.138285,"-1,30,50,748.06",71.825397,43.809524,-9.403628,-50,-50,-1.315584,5.714286,53.771429,47.156644,66.443039,-1.310849,16.530495,-17.841344,79.44226,81.383389,84.521104,86.462233,76.304544,154.033176,-77.139498,148.159642,38.446839,-29.821474,12.111341,41.302936,3.236449,-0.281725,6.491242,2.995603,-6.793752,"13,92,701.79","18,67,533.42","28,22,948.15","18,67,533.42","13,92,701.79",3.005202,1.471576,16.187051,12.479833,18.392422,27.995675,48.775911,-1.418917
12/24/2018,21.70907,21.70907,19.679647,20.30973,21.652279,25.643782,25.061429,24.119163,23.502442,22.885721,22.123412,21.181146,20.418837,19.802116,19.185395,18.243129,17.660777,20.787608,22.164053,23.015582,23.703804,24.392026,25.243556,26.62,19.411164,18.559635,17.871412,17.18319,16.331661,14.955216,20.682447,21.020662,21.345039,21.662607,21.973393,22.274048,23.57253,24.298906,22.846154,-0.29946,-0.954839,46.201341,30.428839,35.928242,52.906376,-0.2103,"-2,55,43,801.56",81.349206,55.31746,-14.675334,-50,-50,1.637185,1.428571,52.114286,39.877036,64.860901,-11.525659,4.812649,-16.338309,73.069047,76.228094,81.334498,84.493544,67.962643,153.491853,-77.139498,151.055898,38.176177,-28.544947,11.592907,39.534938,3.097911,-0.843411,5.578924,3.754288,-8.175747,"17,10,223.17","25,38,178.66","48,85,437.04","25,38,178.66","17,10,223.17",3.270988,1.798742,20.813075,11.466786,13.398111,27.995675,48.775911,-2.725582
12/26/2018,21.0094,21.797978,19.60598,20.785813,21.635121,25.568914,24.994981,24.066339,23.458534,22.85073,22.099443,21.1708,20.419513,19.811708,19.203904,18.275262,17.701329,20.779932,22.154017,23.004086,23.691128,24.37817,25.22824,26.602324,19.405847,18.555778,17.868736,17.181694,16.331624,14.95754,20.751357,20.841125,21.009097,21.226934,21.475753,21.741852,23.227435,23.959716,22.495154,-0.041002,-0.791318,44.228354,35.349914,32.280674,48.781236,-0.251538,"-3,49,47,994.51",86.111111,67.301587,-12.523502,-45.641523,-48.547174,4.131376,3.428571,50.457143,32.031517,61.722827,-17.859265,-5.359018,-12.500247,66.870161,71.213812,78.235055,82.578705,59.848918,149.039505,-77.139498,129.00394,35.950004,-29.214072,11.864658,40.461681,3.170529,-1.26519,5.262576,4.62988,-6.1405,"17,88,266.06","25,44,960.06","25,68,694.93","25,44,960.06","17,88,266.06",2.885874,1.996402,21.109496,13.800394,12.582338,18.879776,32.364244,-3.793346
12/27/2018,20.897606,21.478092,20.09998,20.994007,21.622426,25.48571,24.922064,24.010067,23.413156,22.816246,22.078425,21.166427,20.428606,19.831696,19.234786,18.322788,17.759143,20.774274,22.145329,22.993523,23.679051,24.364578,25.212773,26.583828,19.403219,18.555024,17.869497,17.183969,16.335774,14.96472,20.913124,20.889124,20.929115,21.028388,21.17751,21.365624,22.877787,23.608165,22.147408,0.171599,-0.509697,42.993038,37.434119,41.058071,47.236603,-0.275377,"-4,57,78,497.89",87.301587,77.619048,-11.619721,-39.437116,-45.026213,6.700765,7.142857,48.342857,24.435668,57.196459,-21.848798,-13.136143,-8.712655,61.991778,67.267685,75.795863,81.07177,53.463599,143.023517,-77.139498,115.951571,32.94201,-29.506686,11.983496,40.866953,3.202286,-1.596731,5.628809,6.361276,-4.381498,"18,52,946.94","25,34,914.66","24,99,755.75","25,34,914.66","18,52,946.94",2.303335,2.052208,19.12174,18.771693,14.679624,18.879776,32.364244,-4.474451
12/28/2018,20.945807,22.415978,20.945807,21.860312,21.627137,25.423743,24.869826,23.973569,23.386961,22.800353,22.075265,21.179008,20.453921,19.867313,19.280705,18.384448,17.83053,20.773664,22.14395,22.991669,23.676813,24.361956,25.209675,26.579962,19.403377,18.555658,17.870515,17.185372,16.337652,14.967366,21.544582,21.326096,21.193769,21.138642,21.151598,21.22294,22.571115,23.335801,21.806428,0.356106,-0.109305,43.418244,45.331669,42.87513,46.364308,-0.267414,"-5,41,91,139.01",86.507937,82.619048,-5.845866,-26.238039,-37.105559,6.14278,21.428571,46.628571,18.194446,51.475925,-20.986002,-18.054931,-2.931071,58.923929,64.7861,74.261939,80.12411,49.44809,136.141042,-77.139498,105.169904,29.500772,-30.724261,12.477988,42.553301,3.334426,-1.71559,6.576169,8.470889,-2.967055,"18,68,408.75","24,21,161.81","20,23,026.86","24,21,161.81","18,68,408.75",1.520205,1.95548,15.718304,28.488211,20.353433,24.329556,23.735002,-4.731358
12/31/2018,21.403059,22.613977,21.403059,22.250977,21.63949,25.350487,24.80906,23.933012,23.359632,22.786251,22.077514,21.201466,20.492729,19.919348,19.345968,18.46992,17.928493,20.774352,22.145153,22.993191,23.678591,24.363992,25.212029,26.58283,19.403551,18.555513,17.870113,17.184712,16.336674,14.965873,22.015512,21.785707,21.588394,21.438477,21.342851,21.30288,22.325696,23.103711,21.547681,0.415006,0.232526,44.340268,48.489374,43.342687,45.759984,-0.247668,"-6,14,66,755.57",84.126984,85.079365,-4.43429,-14.600738,-26.758631,5.503232,30.285714,45.642857,13.68495,44.742115,-18.153521,-19.711897,1.558376,56.038754,62.452281,72.819351,79.232878,45.671684,126.484333,-77.139498,83.029141,24.672417,-56.733752,11.701372,28.483408,2.784204,-1.761406,7.669861,9.857246,-2.654341,"18,28,482.82","22,00,731.08","14,29,223.51","22,00,731.08","18,28,482.82",0.954947,1.773565,13.878413,37.36591,28.208605,24.329556,23.735002,-4.600106
01-02-2019,21.827018,21.827018,19.91998,20.502479,21.616975,25.239884,24.711308,23.856056,23.296286,22.736515,22.044601,21.189349,20.497435,19.937664,19.377894,18.522641,17.994066,20.771398,22.141618,22.989296,23.674406,24.359516,25.207194,26.577413,19.401179,18.5535,17.868391,17.183281,16.335603,14.965383,21.006824,21.266452,21.373766,21.395336,21.377841,21.352854,22.062419,22.791499,21.333339,-0.387545,0.073468,43.174679,37.929532,33.517128,43.311413,-0.276904,"-6,61,73,833.26",83.333333,85.47619,-11.328543,-14.161962,-18.33358,6.774752,4.285714,43.214286,12.740865,38.074257,-23.30579,-21.073528,-2.232263,51.867927,59.078496,70.733938,77.944507,40.212485,114.08738,-77.139498,58.301092,18.473941,-52.275572,10.781869,26.245162,2.565419,-2.10347,7.993982,8.642222,-5.418356,"17,52,259.58","19,31,685.75","9,90,027.12","19,31,685.75","17,52,259.58",0.954947,1.624726,19.846024,34.589604,33.481242,23.477755,22.229029,-4.474537
01-03-2019,21.164749,21.164749,19.825314,20.235647,21.589622,25.158149,24.637508,23.795093,23.243725,22.692357,22.010829,21.168414,20.486886,19.935519,19.384151,18.541736,18.021095,20.768514,22.138794,22.986509,23.671649,24.356789,25.204504,26.574784,19.398235,18.550519,17.865379,17.18024,16.332524,14.962245,20.492706,20.750621,20.958336,21.104003,21.195282,21.247806,21.777515,22.503352,21.051677,-0.753468,-0.203491,41.982722,36.618916,33.768208,41.402772,-0.303501,"-6,62,09,424.40",76.984127,83.650794,-11.042071,-21.878636,-16.880445,8.191734,2.857143,39.457143,13.706789,32.263039,-28.366311,-22.702906,-5.663405,47.802897,55.790292,68.701423,76.688817,34.891766,98.956601,-77.139498,30.868094,10.908551,-51.595223,10.641547,25.903589,2.532031,-2.358242,7.668493,7.017514,-7.321318,"17,17,254.96","18,06,246.43","13,67,208.78","18,06,246.43","17,17,254.96",0.954947,1.502948,20.226941,24.893575,32.28303,23.477755,22.229029,-4.430667
01-04-2019,20.700198,21.199979,20.18198,20.740313,21.572804,25.074646,24.563734,23.737061,23.195997,22.654932,21.98614,21.159468,20.490675,19.949611,19.408547,18.581874,18.070962,20.767825,22.138103,22.985818,23.670957,24.356096,25.203811,26.574089,19.397547,18.549832,17.864693,17.179554,16.331839,14.961561,20.657777,20.688725,20.778595,20.887064,20.989804,21.075805,21.497012,22.242744,20.751281,-0.594567,-0.2616,41.765201,40.786354,41.652864,41.45279,-0.306634,"-5,89,47,041.23",67.460317,79.68254,-10.28563,-28.205464,-21.415354,9.328388,10,36.271429,15.814304,27.422026,-30.291726,-25.029337,-5.262389,44.79549,53.357599,67.197719,75.759828,30.955369,98.956601,-63.160881,-0.257104,17.89786,-52.88198,10.906942,26.549611,2.595179,-2.464558,7.419133,6.920415,-8.762971,"16,37,450.77","15,91,393.64","8,39,408.91","15,91,393.64","16,37,450.77",0.9501,1.40243,18.791789,15.877902,25.12036,27.697116,25.168142,-4.104239
01-07-2019,20.720255,22.449311,20.720255,21.852825,21.578349,25.01126,24.510405,23.700005,23.169591,22.639177,21.983549,21.173149,20.517521,19.987107,19.456693,18.646293,18.145438,20.770563,22.141453,22.989546,23.674991,24.360436,25.20853,26.57942,19.399672,18.551579,17.866134,17.180689,16.332596,14.961706,21.454476,21.199225,21.059015,21.001698,20.997733,21.023757,21.269534,22.065972,20.473096,0.185029,-0.004451,43.040877,48.781421,49.57834,43.0779,-0.27494,"-4,31,31,200.88",57.142857,73.809524,-3.096705,-8.462421,-19.515507,8.008149,36.285714,34.5,20.103423,23.774564,-25.442089,-26.851479,1.40939,42.741167,51.695855,66.170557,75.125246,28.266464,98.956601,-55.653917,-21.872582,21.651342,-55.718574,11.491991,27.973734,2.734384,-2.31898,7.743896,8.393422,-6.695436,"15,64,216.56","14,22,611.60","8,31,874.44","14,22,611.60","15,64,216.56",0.683053,1.271634,16.625878,25.300934,22.024137,27.697116,25.168142,-3.272765
01-08-2019,21.28654,22.933977,21.28654,22.472311,21.596051,24.973055,24.480357,23.683154,23.161378,22.639603,21.994652,21.19745,20.5525,20.030724,19.508948,18.711746,18.219047,20.775735,22.148418,22.997621,23.683963,24.370305,25.219507,26.592191,19.403051,18.553848,17.867506,17.181165,16.331962,14.959278,22.133033,21.821763,21.567514,21.378909,21.25185,21.175819,21.114322,21.941361,20.287283,0.665478,0.329869,44.782144,52.617847,57.985393,46.059399,-0.229964,"-2,20,97,909.04",51.190476,67.222222,-0.429209,19.38851,-5.759791,7.713408,60.571429,33.585714,25.440315,21.602931,-17.659904,-25.440007,7.780103,41.336018,50.559229,65.467983,74.691195,26.427264,98.956601,-53.772241,-45.304694,22.59218,-57.29809,11.817767,28.766737,2.811899,-2.000583,8.201926,9.117984,-4.96827,"14,89,093.48","12,70,445.17","7,37,862.66","12,70,445.17","14,89,093.48",1.375672,1.29055,14.347262,42.472261,27.883699,31.40516,27.526677,-1.999762
01-09-2019,21.879425,22.900144,21.879425,22.483353,21.613621,24.950045,24.463268,23.675645,23.160139,22.644633,22.007433,21.21981,20.58261,20.067104,19.551598,18.763975,18.277198,20.78161,22.156454,23.006993,23.694415,24.381837,25.232376,26.607221,19.406766,18.556227,17.868805,17.181383,16.330844,14.955999,22.366579,22.184974,21.979154,21.779072,21.603332,21.460828,21.027116,21.855565,20.198667,0.787418,0.49522,46.219186,52.685872,66.314963,50.110512,-0.191789,"-26,14,505.84",51.190476,60.793651,-0.406934,43.052892,17.992994,7.320136,63.714286,33.228571,30.795513,20.694779,-10.255783,-20.912375,10.656592,40.619751,49.979841,65.10985,74.46994,25.489743,98.956601,-49.373777,-29.580693,24.791412,-57.326243,11.823573,28.780871,2.813281,-1.693676,9.158619,11.072007,-2.924631,"14,16,500.36","11,41,583.84","6,90,569.21","11,41,583.84","14,16,500.36",1.86238,1.394519,11.961611,60.172216,42.64847,31.40516,27.526677,-0.688935
01-10-2019,22.181389,23.025977,22.119311,22.609144,21.633335,24.935929,24.454087,23.67445,23.164171,22.653893,22.023153,21.243516,20.612777,20.102498,19.592219,18.812582,18.33074,20.790521,22.167591,23.019507,23.708042,24.396577,25.248494,26.625564,19.41345,18.561534,17.872999,17.184464,16.332547,14.955477,22.528289,22.413851,22.268952,22.105659,21.938216,21.779087,21.009509,21.845908,20.17311,0.619653,0.508096,47.543852,53.504849,74.527999,54.994009,-0.156339,"1,05,20,306.14",58.333333,57.063492,0.268721,50,37.480468,6.537862,68.857143,32.742857,35.117306,21.003358,-3.437356,-14.198783,10.761427,40.451691,49.843898,65.02582,74.418026,25.269769,98.956601,-44.937587,-24.974731,27.009507,-57.646976,11.889725,28.941896,2.829021,-1.308171,10.648395,13.627946,-3.620679,"13,43,976.86","10,25,396.72","6,18,741.80","10,25,396.72","13,43,976.86",2.243424,1.548866,10.99636,74.66949,59.104656,45.348367,34.816881,0.404933
01-11-2019,22.395266,23.22731,22.395266,22.942144,21.659252,24.950919,24.470672,23.693614,23.185024,22.676433,22.04778,21.270723,20.64207,20.13348,19.624889,18.847832,18.367584,20.806159,22.184992,23.037999,23.727416,24.416832,25.269839,26.648672,19.427326,18.574319,17.884903,17.195486,16.342479,14.963646,22.804192,22.674078,22.539036,22.394577,22.242457,22.088,21.059338,21.8988,20.219875,0.367677,0.481669,49.025213,55.691337,80.39074,60.073355,-0.117914,"1,74,63,731.35",63.095238,56.190476,1.337257,50,47.684297,4.226667,79.714286,32.814286,39.484887,22.50828,3.408032,-6.986253,10.394285,40.451691,49.843898,65.02582,74.418026,26.490785,98.956601,-39.848709,-16.948756,29.553946,-58.496032,12.064843,29.368168,2.870688,-0.840251,12.180108,15.243534,-3.35498,"12,65,888.63","9,05,309.99","4,85,006.41","9,05,309.99","12,65,888.63",2.530402,1.727327,9.885971,84.448759,73.096822,45.348367,34.816881,1.321369
1/14/2019,22.668705,22.833311,22.266644,22.554644,21.676982,24.938952,24.463037,23.69299,23.188988,22.684986,22.062006,21.291959,20.668978,20.164976,19.660974,18.890927,18.415012,20.842575,22.216569,23.066582,23.753579,24.440576,25.290589,26.664583,19.468581,18.618568,17.931571,17.244574,16.394561,15.020567,22.637827,22.649911,22.612953,22.540161,22.440926,22.323284,21.14105,21.964463,20.317636,0.00228,0.336474,49.673717,52.591985,73.583348,62.775354,-0.097259,"1,62,90,114.27",60.31746,56.825397,0.571537,45.910471,48.636824,1.758392,72.571429,32.385714,41.098688,24.798704,6.71841,-0.891674,7.610085,40.451691,49.843898,65.02582,74.418026,29.397193,98.956601,-34.745405,-11.780539,32.105598,-57.508017,11.861064,28.872131,2.822201,-0.403421,12.757832,13.91328,-3.427709,"12,01,174.11","8,27,247.51","5,54,028.84","8,27,247.51","12,01,174.11",2.023883,1.781246,10.403522,87.12072,82.079656,54.050551,43.601359,1.950155
1/15/2019,22.611675,23.25331,22.299978,22.712144,21.697481,24.93696,24.464327,23.699589,23.199062,22.698535,22.079849,21.315112,20.696426,20.195899,19.695372,18.930634,18.458001,20.876269,22.242898,23.088355,23.771669,24.454984,25.30044,26.667069,19.50964,18.664183,17.980869,17.297554,16.452097,15.085468,22.687372,22.674885,22.654241,22.616214,22.557785,22.479618,21.249752,22.08283,20.416673,-0.212067,0.210902,50.409292,53.719379,72.974941,64.815271,-0.07595,"1,86,59,962.63",59.126984,58.412698,2.920726,42.679039,46.196503,-2.210748,79.428571,32.485714,42.420041,27.672213,10.775142,4.366057,6.409085,40.451691,49.843898,65.02582,74.418026,33.096329,98.956601,-28.731524,-1.66906,35.112538,-57.909597,11.943891,29.073746,2.841909,0.091773,13.029595,13.573123,-4.77835,"11,36,542.59","7,52,354.15","4,90,227.41","7,52,354.15","11,36,542.59",1.430309,1.717439,10.269392,86.23765,85.93571,54.050551,43.601359,2.242506
1/16/2019,22.661909,23.466643,22.661909,23.105477,21.725362,24.959003,24.487221,23.723862,23.224237,22.724612,22.107041,21.343682,20.726112,20.226487,19.726862,18.963503,18.491721,20.915479,22.272579,23.11214,23.79069,24.46924,25.308801,26.665901,19.55838,18.718818,18.040268,17.361719,16.522157,15.165057,22.966108,22.869034,22.797436,22.737029,22.677281,22.611393,21.395963,22.244922,20.547004,-0.234207,0.192685,51.516952,56.501423,71.279299,66.108077,-0.048068,"2,37,38,676.44",59.920635,60.15873,4.024973,42.679039,43.756183,-5.620482,86.285714,34.4,50.249052,31.423032,16.037247,9.234708,6.80254,40.451691,49.843898,65.02582,74.418026,39.455701,98.956601,-28.731524, -   ,35.112538,-58.912485,12.150737,29.57725,2.891125,0.586261,13.567779,14.644147,-4.283894,"10,80,378.38","7,00,439.08","5,18,736.32","7,00,439.08","10,80,378.38",1.140062,1.612461,8.307589,85.55635,86.304907,57.57026,52.323059,2.378684
1/17/2019,22.883693,23.43331,22.883693,23.15281,21.753628,24.982347,24.511283,23.749086,23.250222,22.751357,22.134727,21.372529,20.755899,20.257034,19.75817,18.995973,18.524909,20.953996,22.305364,23.141379,23.817063,24.492747,25.328762,26.68013,19.602629,18.766613,18.090929,17.415246,16.57923,15.227863,23.090576,23.016729,22.943631,22.874764,22.808936,22.743088,21.573893,22.422338,20.725448,-0.142435,0.195002,52.484356,56.837674,70.337202,66.953902,-0.02488,"2,81,96,607.87",62.301587,60.952381,3.891002,46.768568,44.042216,-9.030217,87.142857,37.4,59.283127,35.980665,20.343967,13.468692,6.875276,40.451691,49.843898,65.02582,74.418026,44.261674,81.2766,-28.731524,1.716594,26.272538,-59.033172,12.175629,29.637842,2.897048,1.024696,13.927347,14.646484,-3.657377,"10,23,406.52","6,45,605.48","4,53,687.89","6,45,605.48","10,23,406.52",0.879105,1.479124,3.308243,88.875173,86.889725,57.57026,52.323059,2.350987
1/18/2019,23.018252,23.018252,19.981987,20.868643,21.736103,24.941803,24.474098,23.717335,23.222027,22.726719,22.114485,21.357722,20.745488,20.25018,19.754872,18.998109,18.530404,20.990708,22.333915,23.164882,23.836486,24.508089,25.339056,26.682263,19.647501,18.816534,18.144931,17.473327,16.64236,15.299153,21.609287,22.078434,22.366833,22.536143,22.627074,22.665746,21.681315,22.478657,20.883974,-0.354299,-0.231652,50.314164,40.548298,60.755021,65.714126,-0.068807,"2,46,06,222.25",65.47619,61.428571,-12.457386,23.144779,37.530796,-7.465345,31.428571,37.942857,60.421484,40.441383,9.820296,14.244163,-4.423867,40.451691,49.843898,65.02582,74.418026,44.063191,81.2766,-29.285476,-31.77826,25.995562,-53.209186,10.974428,26.713886,2.611236,0.979971,13.553612,12.80614,-7.903981,"9,68,881.89","5,96,278.84","4,23,635.59","5,96,278.84","9,68,881.89",0.834019,1.361832,13.695198,70.038419,81.489981,46.251783,52.624198,1.979475
1/22/2019,21.943447,21.943447,19.69998,20.120647,21.704114,24.900425,24.434089,23.679543,23.185686,22.691829,22.081388,21.326841,20.7164,20.222543,19.728686,18.974139,18.507804,21.005376,22.346199,23.175692,23.846103,24.516515,25.346007,26.686831,19.664553,18.83506,18.164649,17.494237,16.664745,15.323921,20.61686,21.104052,21.524979,21.862034,22.117047,22.299947,21.699348,22.473047,20.92565,-0.515276,-0.698677,47.861816,36.826251,57.731916,64.117684,-0.122533,"1,32,79,901.25",67.857143,62.936508,-12.470408,-9.846735,20.022204,-5.126109,16.285714,38.442857,57.520636,44.183105,-1.233701,11.241952,-12.475653,40.451691,49.843898,65.02582,74.418026,41.308993,81.2766,-35.590382,-63.962456,22.843109,-51.302005,10.581071,25.756378,2.517642,0.719598,13.089908,12.1625,-10.298009,"9,60,765.47","6,59,239.37","8,79,601.22","6,59,239.37","9,60,765.47",1.704529,1.424141,14.913223,43.733977,67.54919,46.251783,52.624198,1.326693
1/23/2019,21.032047,21.032047,18.779315,19.271314,21.65594,24.876711,24.406806,23.646486,23.148849,22.651213,22.0361,21.27578,20.660667,20.163031,19.665394,18.905073,18.435169,21.005012,22.346169,23.175868,23.846446,24.517025,25.346724,26.687881,19.663855,18.834156,18.163578,17.492999,16.663301,15.322144,19.71983,20.181237,20.629151,21.040112,21.39909,21.699376,21.611825,22.364642,20.859007,-0.575114,-1.032741,45.179631,33.109799,48.165833,60.927314,-0.185702,"-18,87,292.16",72.222222,65.555556,-15.623264,-43.180068,-9.960675,-3.487668,6.285714,38.471429,52.183744,46.857448,-12.200203,4.18259,-16.382793,40.451691,49.843898,65.02582,74.418026,37.058216,81.2766,-45.183949,-88.355004,18.046325,-49.136446,10.134423,24.669151,2.411367,0.329421,12.076488,10.049648,-11.885876,"9,35,284.59","6,63,958.58","6,80,475.81","6,63,958.58","9,35,284.59",2.629534,1.643303,18.889695,16.772311,43.514902,30.831404,44.884483,0.423
1/24/2019,20.151681,20.151681,18.618855,19.125033,21.605823,24.854277,24.380334,23.613478,23.111564,22.60965,21.989251,21.222395,20.601996,20.100082,19.598168,18.831312,18.357369,21.003664,22.34641,23.177092,23.848466,24.519839,25.350521,26.693268,19.660917,18.830235,18.158862,17.487488,16.656806,15.31406,19.323298,19.609278,19.949236,20.312861,20.674937,21.016417,21.435923,22.189904,20.681942,-0.444717,-1.094921,42.874503,32.501426,40.660795,56.87401,-0.236091,"-2,42,17,329.70",79.761905,69.52381,-15.235435,-49.658181,-34.228328,-1.729045,5.142857,38.657143,46.828546,48.460751,-20.650126,-6.065934,-14.584193,40.451691,49.843898,65.02582,74.418026,35.261043,81.2766,-55.408901,-101.421182,12.933849,-48.76347,10.057496,24.481896,2.393063,-0.132048,10.905953,8.564884,-11.450118,"9,02,653.15","6,44,487.51","5,76,338.76","6,44,487.51","9,02,653.15",3.281235,1.941109,19.582743,10.701978,23.736089,30.831404,44.884483,-0.734347
1/25/2019,19.638357,19.90128,19.303314,19.658305,21.567258,24.816986,24.342857,23.5757,23.07359,22.571479,21.950837,21.18368,20.563037,20.060927,19.558816,18.79166,18.317531,21.003977,22.347639,23.178887,23.850717,24.522548,25.353796,26.697458,19.660316,18.829068,18.157237,17.485407,16.654159,15.310497,19.546636,19.567517,19.694756,19.900791,20.15884,20.444699,21.216973,21.982385,20.451562,-0.044739,-0.841407,41.814222,37.042956,40.243789,53.547966,-0.257269,"-5,09,80,228.63",85.714286,74.206349,-14.634962,-43.779471,-45.53924,0.14123,14,39.185714,43.086328,49.257653,-25.164711,-14.812185,-10.352525,40.166142,49.381694,64.278067,73.493619,34.509481,81.2766,-64.280443,-104.202385,8.498078,-50.123165,10.337934,25.164537,2.45979,-0.441525,10.58275,9.936344,-9.34304,"8,62,087.51","6,02,697.19","4,56,431.09","6,02,697.19","8,62,087.51",3.430252,2.211862,16.626475,14.12651,13.866933,15.918991,31.000726,-2.136033
1/28/2019,19.648331,19.830647,19.183314,19.574981,21.527807,24.780335,24.305797,23.53798,23.035437,22.532894,21.911716,21.143898,20.522721,20.020178,19.517635,18.749817,18.27528,21.002029,22.347111,23.179239,23.85178,24.524321,25.356449,26.701531,19.656946,18.824819,18.152278,17.479737,16.647609,15.302527,19.565532,19.566194,19.609048,19.706296,19.857144,20.052996,20.974852,21.73746,20.212244,0.197125,-0.537792,40.871319,36.628257,34.391492,49.716671,-0.272024,"-7,62,70,862.74",88.492063,78.809524,-14.768377,-38.126954,-43.854869,4.842367,13.142857,39.485714,38.586196,49.167784,-28.561833,-21.644218,-6.917615,38.701257,47.010567,60.442054,68.751365,32.988873,81.2766,-71.999458,-106.735026,4.638571,-49.91071,10.294115,25.057873,2.449364,-0.740699,10.363681,9.925542,-9.016058,"8,41,057.25","6,08,932.20","6,30,754.71","6,08,932.20","8,41,057.25",2.660024,2.293346,17.144771,17.202028,14.010172,15.918991,31.000726,-3.349237
